DATE,REGION,REVENUE,COGS,FORECASTED_REVENUE
03-03-2024,East Zone,3744.08,2057.51,1004.22
03-03-2024,West Zone,2629.38,1184.27,3078.6
03-03-2024,South Zone,289.33,656.24,2484.78
03-03-2024,Central Zone,1558.37,1110.08,3344.29
04-03-2024,North Zone,1994.81,3148.25,732.31
04-03-2024,East Zone,226.15,19.79,2941.03
04-03-2024,West Zone,4836.14,406.56,6042.94
04-03-2024,South Zone,5044.37,380.51,6775.12
04-03-2024,Central Zone,4148.11,2686.41,362.12
05-03-2024,North Zone,4701.69,964.31,4405.99
05-03-2024,East Zone,4088.45,2210.37,3377.25
05-03-2024,West Zone,169.24,1735.93,1424.61
05-03-2024,South Zone,1398.93,712.98,1191.74
05-03-2024,Central Zone,938.4,677.45,106.47
06-03-2024,North Zone,1368.27,84.47,2260.18
06-03-2024,East Zone,4889.83,1766.83,1781.35
06-03-2024,West Zone,1870.13,357.59,2625.11
06-03-2024,South Zone,526.03,3076.59,5734.52
06-03-2024,Central Zone,2923.4,299.16,700.77
07-03-2024,North Zone,3571.5,1865.85,1409.56
07-03-2024,East Zone,2150.55,191.39,3323.17
07-03-2024,West Zone,4858.3,1036.39,590.78
07-03-2024,South Zone,1046.4,256.71,3954.63
07-03-2024,Central Zone,2127.69,2695.42,5393.85
08-03-2024,North Zone,15.56,1079.66,487.49
08-03-2024,East Zone,3395.77,4540.9,497.11
08-03-2024,West Zone,4826.01,177.44,4272.45
08-03-2024,South Zone,1933.26,2248.3,2858.4
08-03-2024,Central Zone,8169.13,1541.81,9147.66
09-03-2024,North Zone,1412.16,658.65,5464.82
09-03-2024,East Zone,670.88,25.31,2238.72
09-03-2024,West Zone,1629.69,1836.69,229.33
09-03-2024,South Zone,4927.06,145.59,346.62
09-03-2024,Central Zone,2320.81,2342.04,1918.26
10-03-2024,North Zone,9172.41,2101.51,1233.44
10-03-2024,East Zone,1784.31,305.58,9594.1
10-03-2024,West Zone,3317.37,4251.68,3647.86
10-03-2024,South Zone,2929.23,2082.24,1073.24
10-03-2024,Central Zone,872.65,1195.87,1459.12
11-03-2024,North Zone,5314.33,1945.52,459.65
11-03-2024,East Zone,286.83,970.16,1581.17
11-03-2024,West Zone,3412.91,146.87,2196.86
11-03-2024,South Zone,803.21,1624.99,5936.58
11-03-2024,Central Zone,887.42,783.13,1029.28
12-03-2024,North Zone,11334.85,5285.14,3715.84
12-03-2024,East Zone,1324.55,90.67,422.85
12-03-2024,West Zone,2083.71,232.11,7262.67
12-03-2024,South Zone,3134.08,3273.36,3254.88
12-03-2024,Central Zone,1981.17,937.1,2762.02
13-03-2024,North Zone,3904.02,399.3,626.53
13-03-2024,East Zone,76.41,637.59,3970.85
13-03-2024,West Zone,3221.44,142.77,828.59
13-03-2024,South Zone,1149.4,1758.28,4961.87
13-03-2024,Central Zone,6552.41,4671.35,4841.23
14-03-2024,North Zone,2410.43,1307.41,8133.61
14-03-2024,East Zone,520.5,1575.59,4434.27
14-03-2024,West Zone,1015.34,508.96,1419.56
14-03-2024,South Zone,11820.63,1890.7,2216.74
14-03-2024,Central Zone,4045.21,3819.38,2984.41
15-03-2024,North Zone,6309.39,90.63,1999.27
15-03-2024,East Zone,264.49,451.03,9706.01
15-03-2024,West Zone,1199.81,5271.67,2571.32
15-03-2024,South Zone,8355.02,3121.85,897.59
15-03-2024,Central Zone,215.57,134.99,371.49
16-03-2024,North Zone,5188.44,1658.32,4072.42
16-03-2024,East Zone,382.43,2830.5,1209.6
16-03-2024,West Zone,6229.91,2497.65,7324.03
16-03-2024,South Zone,5100.62,313.4,5672.83
16-03-2024,Central Zone,789.46,1124.75,464.42
17-03-2024,North Zone,2433.95,482.4,1024.76
17-03-2024,East Zone,3090.56,258.13,4642.85
17-03-2024,West Zone,2565.39,2617.76,2276.08
17-03-2024,South Zone,1156.72,1127.97,2613.5
17-03-2024,Central Zone,1267.88,382.94,403.66
18-03-2024,North Zone,7873.65,2028.97,3863.65
18-03-2024,East Zone,1060.16,1564.23,1208.74
18-03-2024,West Zone,2242.99,540.13,5103.86
18-03-2024,South Zone,424.92,2095.2,311.13
18-03-2024,Central Zone,1645.02,1114.79,3272.82
19-03-2024,North Zone,155.26,2946,1995.44
19-03-2024,East Zone,4784.72,313.06,576.83
19-03-2024,West Zone,1937.42,1635.12,1853.1
19-03-2024,South Zone,1859.28,221.57,4397.17
19-03-2024,Central Zone,2546.96,1573.89,1730.16
20-03-2024,North Zone,1490.93,151.63,1152.51
20-03-2024,East Zone,2282.72,550.74,1959.88
20-03-2024,West Zone,4491.06,1540.68,2341.48
20-03-2024,South Zone,1354.72,2435.57,1962.78
20-03-2024,Central Zone,3042.03,532.26,6159.9
21-03-2024,North Zone,3725.09,93.51,4252.84
21-03-2024,East Zone,609.75,2209.57,934.48
21-03-2024,West Zone,1504.72,89.04,2234.23
21-03-2024,South Zone,3183.14,945.46,3820.93
21-03-2024,Central Zone,2068.23,1760.75,626.08
22-03-2024,North Zone,4073.25,289.1,182.34
22-03-2024,East Zone,896.71,1608.92,5156.47
22-03-2024,West Zone,1996.12,2134.45,4814.41
22-03-2024,South Zone,5873.74,2082.65,1366.94
22-03-2024,Central Zone,522.06,89.68,1111.41
23-03-2024,North Zone,5995.49,1937.4,3025.43
23-03-2024,East Zone,1557.35,313.74,421.47
23-03-2024,West Zone,1700.58,661.64,4259.4
23-03-2024,South Zone,2731.83,5144.39,4863.01
23-03-2024,Central Zone,1989.1,100.36,2094.39
24-03-2024,North Zone,2062.11,1964.79,565.86
24-03-2024,East Zone,256.48,805.37,6871.58
24-03-2024,West Zone,166.49,32.08,626.25
24-03-2024,South Zone,372.94,1391.57,827.9
24-03-2024,Central Zone,7446.05,2001.58,1357.27
25-03-2024,North Zone,235.76,808.5,3984.53
25-03-2024,East Zone,1690.74,2025.27,3270.52
25-03-2024,West Zone,3278.98,2931.46,1.17
25-03-2024,South Zone,3990.89,1013.1,11084.83
25-03-2024,Central Zone,7416.65,3083.19,136.15
26-03-2024,North Zone,10321.75,876.35,4426.84
26-03-2024,East Zone,1557.81,2827.5,3315.05
26-03-2024,West Zone,504.46,2615.35,5599.6
26-03-2024,South Zone,1310.33,2066.7,771.45
26-03-2024,Central Zone,2495.66,889.32,404.25
27-03-2024,North Zone,1556.66,1409.76,354.38
27-03-2024,East Zone,802.36,512.02,7505.93
27-03-2024,West Zone,3973.89,702.51,1055.24
27-03-2024,South Zone,4371.8,2335.73,1145.2
27-03-2024,Central Zone,1884.2,822.57,1711.73
28-03-2024,North Zone,2553.3,3731.72,1436.94
28-03-2024,East Zone,2085.87,2642.23,1017.25
28-03-2024,West Zone,4230.41,1268.08,4059.14
28-03-2024,South Zone,6315.55,520.3,3114.21
28-03-2024,Central Zone,5.75,1057.33,4365.58
29-03-2024,North Zone,5732.23,493.17,2471.15
29-03-2024,East Zone,673.8,1127.74,4879.55
29-03-2024,West Zone,792.08,70.53,97.94
29-03-2024,South Zone,743.31,2179.23,2065.61
29-03-2024,Central Zone,2930.45,1023.14,1170.29
30-03-2024,North Zone,5630.14,167.77,7962.12
30-03-2024,East Zone,870.92,857.42,1276.72
30-03-2024,West Zone,2338.52,510.4,4457.81
30-03-2024,South Zone,11.15,2549.2,1571.87
30-03-2024,Central Zone,6765.74,2455.75,1288.92
31-03-2024,North Zone,2064.46,860.43,1918.36
31-03-2024,East Zone,695.2,2775.43,314.06
31-03-2024,West Zone,8815.23,128.05,6776.23
31-03-2024,South Zone,2013.36,3284.02,10306.68
31-03-2024,Central Zone,6443.31,4145.55,80.12
01-04-2024,North Zone,294.6,149.81,2273.23
01-04-2024,East Zone,2801.99,2028.89,1832.33
01-04-2024,West Zone,6697.65,947.4,5371.52
01-04-2024,South Zone,186.86,1669.75,2434.53
01-04-2024,Central Zone,3292.11,1180.78,1214.1
02-04-2024,North Zone,2516.31,177.81,5962.21
02-04-2024,East Zone,206.62,731.66,987.52
02-04-2024,West Zone,2705.21,4965.35,1313.57
02-04-2024,South Zone,2584.74,125.05,1770.68
02-04-2024,Central Zone,8855.04,3064.16,4737.78
03-04-2024,North Zone,1419.72,1428.79,1453.85
03-04-2024,East Zone,4886.44,729.53,467.45
03-04-2024,West Zone,489.25,1096.26,3216.44
03-04-2024,South Zone,1759.92,355.29,5677.37
03-04-2024,Central Zone,2635.3,1145.85,471.36
04-04-2024,North Zone,674.01,1182.26,3376.72
04-04-2024,East Zone,762.74,468.79,62.6
04-04-2024,West Zone,960.15,159.5,3045.29
04-04-2024,South Zone,4884.32,2998.18,7721.69
04-04-2024,Central Zone,9734.22,4602.98,1550.59
05-04-2024,North Zone,1480.03,146.15,581.36
05-04-2024,East Zone,9020.53,109.31,2743.25
05-04-2024,West Zone,1754.43,851.63,1278.38
05-04-2024,South Zone,629.22,5569.16,5590.59
05-04-2024,Central Zone,457.28,923.97,1743.75
06-04-2024,North Zone,2295.01,256.93,9041.36
06-04-2024,East Zone,2258.04,3741.93,935.31
06-04-2024,West Zone,4565.16,262.74,861.55
06-04-2024,South Zone,2072.67,1112.15,107.52
06-04-2024,Central Zone,1038.05,110.72,1571.05
07-04-2024,North Zone,912.99,2171.01,729.96
07-04-2024,East Zone,7810.69,350.65,1657.69
07-04-2024,West Zone,2228.27,697.89,2064.44
07-04-2024,South Zone,4423.31,1286.02,603.08
07-04-2024,Central Zone,160.47,3120.05,9789.41
08-04-2024,North Zone,652.76,1151.29,790.83
08-04-2024,East Zone,2346.69,288.1,4253.56
08-04-2024,West Zone,308.13,1987.34,2339.24
08-04-2024,South Zone,2556.7,1367.55,1867.03
08-04-2024,Central Zone,4462.5,28.57,1653.29
09-04-2024,North Zone,5689.84,348.63,4445.56
09-04-2024,East Zone,494.29,520.24,6472.85
09-04-2024,West Zone,1872.78,1514.05,1976.68
09-04-2024,South Zone,6373.68,1704.38,1569.07
09-04-2024,Central Zone,3763.23,5813.45,5225.62
10-04-2024,North Zone,3288.82,667.27,857.65
10-04-2024,East Zone,814.39,1227.63,5651.24
10-04-2024,West Zone,1144.38,1100.77,991.1
10-04-2024,South Zone,3675.6,998.58,148.37
10-04-2024,Central Zone,937.6,554.14,1753.55
11-04-2024,North Zone,4125.44,225.09,652.96
11-04-2024,East Zone,2068.74,2291.27,1196.12
11-04-2024,West Zone,4678.8,724.25,616.3
11-04-2024,South Zone,3691.63,3193.66,7643.24
11-04-2024,Central Zone,2172.34,898.16,6850.64
12-04-2024,North Zone,1700.12,238.82,1714.27
12-04-2024,East Zone,1934.8,1497.33,4172.53
12-04-2024,West Zone,4131.14,3489.47,640.6
12-04-2024,South Zone,2256.69,310.1,2655.67
12-04-2024,Central Zone,2548.11,605.33,2561.84
13-04-2024,North Zone,8242.8,811.09,3361.09
13-04-2024,East Zone,168.99,4090.78,10013.59
13-04-2024,West Zone,521.1,415.51,757.12
13-04-2024,South Zone,954.72,1501.88,2076.05
13-04-2024,Central Zone,7239.09,1287.86,1795.77
14-04-2024,North Zone,2800.9,5083.98,4062.59
14-04-2024,East Zone,8542.21,2023.03,982.9
14-04-2024,West Zone,1303.53,1048.07,1404.95
14-04-2024,South Zone,3395.36,307.69,1318.85
14-04-2024,Central Zone,3545.29,2486.9,12674.11
15-04-2024,North Zone,3476.77,477.2,5991.92
15-04-2024,East Zone,316.55,1781.09,3506.7
15-04-2024,West Zone,3786.24,427.86,1254.91
15-04-2024,South Zone,1037.32,1220.66,1348.14
15-04-2024,Central Zone,3530.73,1535.6,966.89
16-04-2024,North Zone,3482.09,2870.36,2871.14
16-04-2024,East Zone,4306.65,2978.69,732.88
16-04-2024,West Zone,1082.67,1431.3,1406.25
16-04-2024,South Zone,836.99,304.05,919.49
16-04-2024,Central Zone,5972.68,83.71,10191.45
17-04-2024,North Zone,10450.71,2826.61,9025.06
17-04-2024,East Zone,1029.92,959.34,1073.79
17-04-2024,West Zone,1645.54,277.79,4344.51
17-04-2024,South Zone,349.16,3699.93,2945.72
17-04-2024,Central Zone,1862.95,1544.89,112.53
18-04-2024,North Zone,1198.69,3076.09,5725.07
18-04-2024,East Zone,5854.95,938.11,2563.38
18-04-2024,West Zone,340.43,3117.27,1931.9
18-04-2024,South Zone,5856.64,829.41,898.28
18-04-2024,Central Zone,2689.8,198.78,2923.68
19-04-2024,North Zone,338.47,2210.47,1737.9
19-04-2024,East Zone,9455.36,65.2,3855.62
19-04-2024,West Zone,1636.45,129.58,1472.54
19-04-2024,South Zone,811.55,3576.03,1850.22
19-04-2024,Central Zone,137.95,971.77,2994.77
20-04-2024,North Zone,2526.48,6261.46,4230.98
20-04-2024,East Zone,6799.94,2115.32,7955.02
20-04-2024,West Zone,2046.63,1621.26,1462.42
20-04-2024,South Zone,5930.96,1137,1763.02
20-04-2024,Central Zone,2256.22,187.35,4550.46
21-04-2024,North Zone,329.6,192,8311.66
21-04-2024,East Zone,3603.06,1665.7,403.37
21-04-2024,West Zone,3088.31,1040.11,380.05
21-04-2024,South Zone,1991.76,4416.81,2749.5
21-04-2024,Central Zone,5405.44,766.45,2431.8
22-04-2024,North Zone,1699.6,3425.28,2226.4
22-04-2024,East Zone,10456.91,5079.51,84.32
22-04-2024,West Zone,3453.61,919.84,3021.19
22-04-2024,South Zone,1611.27,75.82,4378.35
22-04-2024,Central Zone,899.42,267.82,7474.32
23-04-2024,North Zone,2498.77,373.28,2928.66
23-04-2024,East Zone,5495.76,2511.56,3067.87
23-04-2024,West Zone,2333.75,2788.09,4284.17
23-04-2024,South Zone,4140.13,4030.74,3825.07
23-04-2024,Central Zone,2602.74,369.99,1628.45
24-04-2024,North Zone,6967.2,627.35,369.88
24-04-2024,East Zone,1193.54,2415.08,5305.36
24-04-2024,West Zone,3510.34,1361.49,2951.97
24-04-2024,South Zone,1671.09,1563.6,106.94
24-04-2024,Central Zone,120.78,1893.81,4949.85
25-04-2024,North Zone,68.78,138.21,1745.64
25-04-2024,East Zone,2610.06,863.49,1338.71
25-04-2024,West Zone,5159.9,3067.66,2496.08
25-04-2024,South Zone,9728.52,1514.52,3961.52
25-04-2024,Central Zone,171.39,3302.33,8533.79
26-04-2024,North Zone,4458.69,1096.73,113.98
26-04-2024,East Zone,3338.53,2769.6,1590.02
26-04-2024,West Zone,3436.04,1057.44,181.18
26-04-2024,South Zone,1637.1,781.26,8161.39
26-04-2024,Central Zone,1046.37,163.59,5136.15
27-04-2024,North Zone,3442.83,2219.86,1227.65
27-04-2024,East Zone,513.1,4551.29,5295.82
27-04-2024,West Zone,751.57,1549,3677.56
27-04-2024,South Zone,397.05,79.58,4032.16
27-04-2024,Central Zone,13838.08,94.29,5250.13
28-04-2024,North Zone,1523.94,680.69,751.99
28-04-2024,East Zone,8431.33,1818.2,4176.51
28-04-2024,West Zone,4342.24,2678.58,3173.57
28-04-2024,South Zone,237.17,282.53,1747.87
28-04-2024,Central Zone,646.21,1445.24,5920.14
29-04-2024,North Zone,10121.79,387.95,3914.41
29-04-2024,East Zone,5290.79,271,4105.85
29-04-2024,West Zone,2995.11,1443.03,1549.99
29-04-2024,South Zone,878.9,4483.2,8892.78
29-04-2024,Central Zone,23.31,2273.12,72.09
30-04-2024,North Zone,6679.95,1560.07,4729.28
30-04-2024,East Zone,1586.16,728.71,5684.55
30-04-2024,West Zone,1031.58,426.5,2268.19
30-04-2024,South Zone,802.51,3898.33,1253.91
30-04-2024,Central Zone,7447.68,715.5,3067.73
01-05-2024,North Zone,2033.61,1335.48,368.7
01-05-2024,East Zone,2185.25,129.47,4414.98
01-05-2024,West Zone,5731.71,128.96,3039.07
01-05-2024,South Zone,4612.01,2436.63,149.53
01-05-2024,Central Zone,2500.75,5006.81,11088.77
02-05-2024,North Zone,7619.95,1511.24,2137.98
02-05-2024,East Zone,598.74,3136.36,5599.87
02-05-2024,West Zone,45.37,2215.94,1513.26
02-05-2024,South Zone,6003.9,202.44,4279.01
02-05-2024,Central Zone,712.93,97.13,2474.76
03-05-2024,North Zone,8512.57,6703.45,1329.75
03-05-2024,East Zone,590.03,390.35,5089.61
03-05-2024,West Zone,808.03,2222.12,463.08
03-05-2024,South Zone,5471.2,583.32,2562.13
03-05-2024,Central Zone,3800.55,1664.05,8781.66
04-05-2024,North Zone,770.15,583.1,2301.24
04-05-2024,East Zone,6601.65,1159.28,8570.55
04-05-2024,West Zone,1331.77,1601.13,1497.82
04-05-2024,South Zone,562.04,6397.88,2111.15
04-05-2024,Central Zone,7597.94,206.57,2535.87
05-05-2024,North Zone,162.55,1993.64,8768.04
05-05-2024,East Zone,1324.92,1632.8,3248.83
05-05-2024,West Zone,1961.93,117.16,2461.1
05-05-2024,South Zone,5859.58,923.4,176.5
05-05-2024,Central Zone,5406.08,2569.15,688.83
06-05-2024,North Zone,1564.09,2310.73,284.33
06-05-2024,East Zone,1154.39,406.34,1439.15
06-05-2024,West Zone,1725.42,1368.38,9611.8
06-05-2024,South Zone,4100.67,3016.41,3840.19
06-05-2024,Central Zone,7305.94,217.5,1379.91
07-05-2024,North Zone,47.95,88.15,2218.96
07-05-2024,East Zone,5069.22,3453.5,128.59
07-05-2024,West Zone,2405.98,38.67,5578.09
07-05-2024,South Zone,116.45,244.14,1471.31
07-05-2024,Central Zone,2465.23,1611.47,83.79
08-05-2024,North Zone,2249.27,698.99,4906.27
08-05-2024,East Zone,4495.43,426.22,1088.22
08-05-2024,West Zone,1163.91,3174.48,2193.21
08-05-2024,South Zone,1397.58,2959.22,1574.78
08-05-2024,Central Zone,3682.35,259.01,2930.55
09-05-2024,North Zone,4676.69,1144.62,9697.81
09-05-2024,East Zone,5330.34,3458.38,2800.82
09-05-2024,West Zone,2007.58,884.42,375.3
09-05-2024,South Zone,2713.98,427.23,2546.9
09-05-2024,Central Zone,2290.47,1958.5,95.59
10-05-2024,North Zone,128.57,326.42,1559.98
10-05-2024,East Zone,2540.06,3103.29,287.65
10-05-2024,West Zone,5355.03,741.87,1288.33
10-05-2024,South Zone,4345.81,876.8,8932.87
10-05-2024,Central Zone,774.73,1475.13,854.76
11-05-2024,North Zone,3831.9,443.25,5512.22
11-05-2024,East Zone,2951.33,2735.85,1751.85
11-05-2024,West Zone,7173.65,300.75,1582.09
11-05-2024,South Zone,1831.26,3284.65,6868.69
11-05-2024,Central Zone,167.72,485.89,2009.84
12-05-2024,North Zone,7045.45,1508.08,8422.92
12-05-2024,East Zone,3735.56,1746.65,438.25
12-05-2024,West Zone,651.74,1015.69,4178.18
12-05-2024,South Zone,774.33,1798.15,640.86
12-05-2024,Central Zone,1797.12,927.01,1653.56
13-05-2024,North Zone,1459.01,1216.56,872.84
13-05-2024,East Zone,943.59,203.76,357.28
13-05-2024,West Zone,1584.4,3017.21,3345.72
13-05-2024,South Zone,4951.03,216.83,1492.15
13-05-2024,Central Zone,2237.34,933.1,5004.92
14-05-2024,North Zone,1129.76,639.87,1604.68
14-05-2024,East Zone,4955.37,532.09,231.44
14-05-2024,West Zone,2897.82,313.62,7166.8
14-05-2024,South Zone,2275.95,1283.9,2295.06
14-05-2024,Central Zone,1822.93,3100.55,1049.68
15-05-2024,North Zone,587.91,1184.61,6053.07
15-05-2024,East Zone,5766.36,787.06,1309.66
15-05-2024,West Zone,3318.71,4630.08,1678.32
15-05-2024,South Zone,4940.96,240.82,6559.1
15-05-2024,Central Zone,883.28,1150.2,263.76
16-05-2024,North Zone,3533.87,1506.19,1184.41
16-05-2024,East Zone,1655.12,2255.89,7674.07
16-05-2024,West Zone,4025.1,2737.4,4748.86
16-05-2024,South Zone,502.39,122.23,3334.03
16-05-2024,Central Zone,6217.12,825.63,715.21
17-05-2024,North Zone,2128.29,575.38,3585.39
17-05-2024,East Zone,192.39,466.98,2475.59
17-05-2024,West Zone,893.03,4884.59,4615.62
17-05-2024,South Zone,10336.01,1114.77,1556.15
17-05-2024,Central Zone,2272.89,285.25,2221.81
18-05-2024,North Zone,1819.17,394.16,1784.23
18-05-2024,East Zone,8345.59,762.81,1127.32
18-05-2024,West Zone,1502.54,1594.14,3733.56
18-05-2024,South Zone,4755.86,1586.48,8871.27
18-05-2024,Central Zone,502.22,4226.09,181.89
19-05-2024,North Zone,2895.76,753.18,1401.85
19-05-2024,East Zone,1506.65,1018.04,3173.85
19-05-2024,West Zone,1296.98,659.71,2207.17
19-05-2024,South Zone,610.14,240.43,11387.41
19-05-2024,Central Zone,10262.99,6291.76,129.86
20-05-2024,North Zone,501.94,213.04,1114.06
20-05-2024,East Zone,850.14,1333.67,2480.33
20-05-2024,West Zone,1739.33,1887.44,39.29
20-05-2024,South Zone,542.93,2682.74,4541.11
20-05-2024,Central Zone,10920.88,680.09,6209.03
21-05-2024,North Zone,8124.34,4045.34,2391.78
21-05-2024,East Zone,1912.43,2891.94,2478.53
21-05-2024,West Zone,2216.04,560.08,9606.64
21-05-2024,South Zone,209.6,729.2,4513.82
21-05-2024,Central Zone,6064.32,2790.07,1369.03
22-05-2024,North Zone,4557.68,7.18,1662.29
22-05-2024,East Zone,1527.78,53.55,900.94
22-05-2024,West Zone,1941.85,116.58,1345.36
22-05-2024,South Zone,3225.35,3063.45,4752.21
22-05-2024,Central Zone,2031.65,4785.39,4245.72
23-05-2024,North Zone,607.88,3785.67,1263.74
23-05-2024,East Zone,700.33,12.87,3205.91
23-05-2024,West Zone,1475.42,1627.08,8479.24
23-05-2024,South Zone,10225.07,536.24,1321.21
23-05-2024,Central Zone,1281.33,107.16,110.17
24-05-2024,North Zone,316.37,623.31,1759.45
24-05-2024,East Zone,15754.67,386.62,14483.79
24-05-2024,West Zone,2080.82,4321.39,110.09
24-05-2024,South Zone,227.4,2145.01,672.95
24-05-2024,Central Zone,438.26,999.73,952.93
25-05-2024,North Zone,607.47,507.63,3234.8
25-05-2024,East Zone,3310.29,6059.19,9907.61
25-05-2024,West Zone,1380.39,72.86,2203.72
25-05-2024,South Zone,8180.66,2098.5,241.18
25-05-2024,Central Zone,4923.31,248.76,1533.33
26-05-2024,North Zone,1068.76,445.17,7329.04
26-05-2024,East Zone,11601.26,1879.36,936.93
26-05-2024,West Zone,3065.27,689.29,1660.94
26-05-2024,South Zone,48.04,3001.97,5442.93
26-05-2024,Central Zone,1632.94,1344.63,1880.04
27-05-2024,North Zone,3681.29,1091.51,2434.16
27-05-2024,East Zone,529.01,779.94,2917.57
27-05-2024,West Zone,3938.22,2650.79,3163.75
27-05-2024,South Zone,1423.5,305.35,1391.29
27-05-2024,Central Zone,1334.68,389.83,836.3
28-05-2024,North Zone,1439.52,5251.98,3671.4
28-05-2024,East Zone,9545.17,2650.86,775.52
28-05-2024,West Zone,1752.64,1242.86,894.23
28-05-2024,South Zone,3004.03,30.69,6648.78
28-05-2024,Central Zone,3039.51,1504.89,6522.52
29-05-2024,North Zone,3523.51,3939.5,3879.51
29-05-2024,East Zone,1369.27,1760.27,4647.67
29-05-2024,West Zone,6805.51,9.53,4126.19
29-05-2024,South Zone,3119.38,3120.5,4343.26
29-05-2024,Central Zone,1780.04,32.14,1778.85
30-05-2024,North Zone,2112.38,3040.91,727.43
30-05-2024,East Zone,710.07,753.93,5320.55
30-05-2024,West Zone,5457.21,2487.81,3255.25
30-05-2024,South Zone,9051.99,2088.33,10520.85
30-05-2024,Central Zone,3113.67,2243.29,527.46
31-05-2024,North Zone,5411.6,921.86,3940.36
31-05-2024,East Zone,301.01,420.2,2175.85
31-05-2024,West Zone,1558.68,853.61,1178.83
31-05-2024,South Zone,2301.14,290.45,1734.45
31-05-2024,Central Zone,1838.65,3760.72,2722.31
01-06-2024,North Zone,6465.09,1980.86,1847.83
01-06-2024,East Zone,3216.85,699.34,2723.18
01-06-2024,West Zone,4684.42,4160.01,9785.37
01-06-2024,South Zone,2991.55,1531.77,3139.63
01-06-2024,Central Zone,1171.77,26.06,203.25
02-06-2024,North Zone,897.95,456.24,2282.16
02-06-2024,East Zone,1168.31,1431.94,6348.53
02-06-2024,West Zone,1420.82,211.68,834.56
02-06-2024,South Zone,4697.42,2716.52,75.03
02-06-2024,Central Zone,3509.16,579.77,2299.48
03-06-2024,North Zone,2405.27,4819.1,1737.68
03-06-2024,East Zone,3571.38,52.76,11385.08
03-06-2024,West Zone,2187.16,835.45,976.64
03-06-2024,South Zone,4504.66,2280.69,2153.98
03-06-2024,Central Zone,4045.1,488.34,110.09
04-06-2024,North Zone,1250.69,2403,1954.6
04-06-2024,East Zone,1541.25,151.93,712.07
04-06-2024,West Zone,2641.5,1300.12,3268.76
04-06-2024,South Zone,3600.14,701.35,4609.39
04-06-2024,Central Zone,2068.29,1912.73,1109.93
05-06-2024,North Zone,7381.49,2451.87,883.1
05-06-2024,East Zone,4837.83,2250.88,760.36
05-06-2024,West Zone,4402.52,934.66,1863.17
05-06-2024,South Zone,785.17,3616.28,10887.63
05-06-2024,Central Zone,945.11,201.5,3642.89
06-06-2024,North Zone,860.21,547.42,1965.42
06-06-2024,East Zone,7737.86,1377.7,3319.99
06-06-2024,West Zone,194.68,607.71,3996.08
06-06-2024,South Zone,7901.68,4609.71,2285.73
06-06-2024,Central Zone,1478.36,1168.08,7324.13
07-06-2024,North Zone,1435.63,161.88,3467.7
07-06-2024,East Zone,4776.61,1149.52,5919.61
07-06-2024,West Zone,4426.82,1470.6,4999.67
07-06-2024,South Zone,370.67,510.08,1126.34
07-06-2024,Central Zone,4165.55,3226.99,733.81
08-06-2024,North Zone,2787.92,1310.91,6489.35
08-06-2024,East Zone,1473.56,2440.83,4659.17
08-06-2024,West Zone,448.68,668.7,19.87
08-06-2024,South Zone,3342.17,485.52,62.51
08-06-2024,Central Zone,6150.86,2613.2,1884.88
09-06-2024,North Zone,3769.34,364.01,3043.46
09-06-2024,East Zone,5870.13,602.62,4263.3
09-06-2024,West Zone,213.37,860.09,378.76
09-06-2024,South Zone,821.11,1803.4,2869.26
09-06-2024,Central Zone,82.99,756.31,911.69
10-06-2024,North Zone,2605.1,1646.82,5759.82
10-06-2024,East Zone,5994.27,2466.41,1931.92
10-06-2024,West Zone,3114.24,2440.68,725.47
10-06-2024,South Zone,1314.52,87.37,6397.74
10-06-2024,Central Zone,3977.35,1590.57,1987.27
11-06-2024,North Zone,9155.25,1143.17,79.27
11-06-2024,East Zone,1.85,447.11,8789.06
11-06-2024,West Zone,2734.76,1160.21,1415.3
11-06-2024,South Zone,647.42,1459.68,269.06
11-06-2024,Central Zone,2225.85,3238.51,4188.78
12-06-2024,North Zone,869.79,6324.29,7842.64
12-06-2024,East Zone,744.12,1230.69,1453.29
12-06-2024,West Zone,5295.01,550.14,4963.29
12-06-2024,South Zone,4934.42,5.31,524.69
12-06-2024,Central Zone,5226.56,2013.1,2070.91
13-06-2024,North Zone,5855.79,3718.94,1021.65
13-06-2024,East Zone,415.45,347.32,1175.16
13-06-2024,West Zone,9042.08,656.63,13575.57
13-06-2024,South Zone,2068.47,1462.7,137.62
13-06-2024,Central Zone,1058.86,1715.03,3202.62
14-06-2024,North Zone,2962.09,1518.02,5988.8
14-06-2024,East Zone,1426.54,4.98,2293.02
14-06-2024,West Zone,4344.96,2820.6,1658.5
14-06-2024,South Zone,4013.23,4612.7,9510.49
14-06-2024,Central Zone,6518.06,555.7,1094.37
15-06-2024,North Zone,10757.15,160.51,1547.64
15-06-2024,East Zone,3191.54,1595.01,11730.49
15-06-2024,West Zone,323.13,1344.25,2594.52
15-06-2024,South Zone,3028.5,1607.33,814.08
15-06-2024,Central Zone,1651.98,2829.62,1659.96
16-06-2024,North Zone,5088.46,53.87,3206.09
16-06-2024,East Zone,2404.68,925.44,3596.4
16-06-2024,West Zone,1089.56,1850.33,1316.82
16-06-2024,South Zone,1171.06,888.38,2420.19
16-06-2024,Central Zone,371.91,998.71,283.06
17-06-2024,North Zone,3501.37,1726.6,2806.05
17-06-2024,East Zone,3041.96,21.68,5481.7
17-06-2024,West Zone,3977.9,4754.91,1829.4
