IDENTIFIER,TITLE
NAGDNOGVXG12A,Nominal GVA excluding Government Services (2011-12 Series)
NAGDNOHOTE05A,Nominal GVA - Hotels and Restaurants (2004-05 series)
NAGDNOHOTE12A,Nominal GVA - Hotels & Restaurants (2011-12 series)
NAGDNOLIVE12A,Nominal GVA - Livestock (2011-12 series)
NAGDNOMACH12A,Nominal GVA - Machinery and Equipment (2011-12 series)
NAGDNOMANU05A,Nominal GVA - Manufacturing (2004-05 series)
NAGDNOMANU12A,Nominal GVA - Manufacturing (2011-12 series)
NAGDNOMETL12A,Nominal GVA - Metal Products (2011-12 series)
NAGDNOMGDP00Q,"Nominal GDP (1999-2000 Series, Quarterly)"
NAGDNOMGDP05A,Nominal GDP (2004-05 Series)
NAGDNOMGDP05Q,"Nominal GDP (2004-05 Series, Quarterly)"
NAGDNOMGDP12A,Nominal GDP (2011-12 Series)
NAGDNOMGDP12Q,"Nominal GDP (2011-12 Series, Quarterly)"
NAGDNOMGVA00A,Nominal GVA (1999-2000 Series)
NAGDNOMGVA00Q,"Nominal GVA (1999-2000 Series, Quarterly)"
NAGDNOMGVA05A,Nominal GVA (2004-05 Series)
NAGDNOMGVA05Q,"Nominal GVA (2004-05 Series, Quarterly)"
NAGDNOMGVA12A,Nominal GVA (2011-12 Series)
NAGDNOMGVA12Q,"Nominal GVA (2011-12 Series, Quarterly)"
NAGDNOMGVA81A,Nominal GVA (1980-81 Series)
NAGDNOMGVA94A,Nominal GVA (1993-94 Series)
NAGDNOMINE05A,Nominal GVA - Mining & Quarrying (2004-05 series)
NAGDNOMINE12A,Nominal GVA - Mining and quarrying (2011-12 series)
NAGDNOOMFG12A,Nominal GVA - Other Manufactured Goods (2011-12 series)
NAGDNOOTSV05A,Nominal GVA -  Other Services (2004-05 series)
NAGDNOOTSV12A,Nominal GVA - Other services (2011-12 series)
NAGDNOOTTR05A,Nominal GVA - Other Transport (2004-05 series)
NAGDNOPAAD05A,Nominal GVA -  Public Administration and Defence (2004-05 series)
NAGDNOPAAD12A,Nominal GVA - Public administration and defence (2011-12 series)
NAGDNOPADO12A,"Nominal GVA - Public Administration, Defence, Other Services (2011-12 series)"
NAGDNOPROP12A,"Nominal GVA - Real estate, Professional services (2011-12 series)"
NAGDNORAIL05A,Nominal GVA - Railways (2004-05 series)
NAGDNORAIL12A,Nominal GVA - Railways (2011-12 series)
NAGDNOREBS05A,Nominal GVA -  Real Estate and Business Services (2004-05 series)
NAGDNOGVXA12A,Nominal GVA excluding Agriculture (2011-12 Series)
NAGDNOREMF05A,Nominal GVA - Registered Manufacturing (2004-05 series)
NAGDNOROAD12A,Nominal GVA - Road transport (2011-12 series)
NAGDNOSTOR05A,Nominal GVA - Storage (2004-05 series)
NAGDNOSTOR12A,Nominal GVA - Storage (2011-12 series)
NAGDNOTEXT12A,"Nominal GVA - Textiles, Apparel and Leather Products (2011-12 series)"
NAGDNOTHTC12A,"Nominal GVA - Trade, Hotels, Transport, Communication (2011-12 series)"
NAGDNOTRAD05A,Nominal GVA - Trade (2004-05 series)
NAGDNOTRAD12A,Nominal GVA - Trade & Repair Services (2011-12 series)
NAGDNOTRCO05A,"Nominal GVA - Transport, Storage and Communication (2004-05 series)"
NAGDNOTRCO12A,"Nominal GVA - Transport, Storage, Communication and Broadcasting (2011-12 series)"
NAGDNOTRHO05A,"Nominal GVA - Trade, Hotels and Restaurant (2004-05 series)"
NAGDNOTRHO12A,"Nominal GVA - Trade, repair, hotels and restaurants (2011-12 series)"
NAGDNOTRSV12A,Nominal GVA - Services Incidental to Transport (2011-12 series)
NAGDNOURMF05A,Nominal GVA - Unregistered Manufacturing (2004-05 series)
NAGDNOUTIL05A,"Nominal GVA - Electricity, Gas and Other Utilities (2004-05 series)"
NAGDNOUTIL12A,"Nominal GVA - Electricity, Gas and Other Utilities (2011-12 series)"
NAGDNOWATR12A,Nominal GVA - Water transport (2011-12 series)
NAGDNPAGVA00Q,"Nominal GVA - Public Administration, Defence & Other Services (1999-2000 Series, Quarterly)"
NAGDNPAGVA05Q,"Nominal GVA - Public Administration, Defence & Other Services (2004-05 Series, Quarterly)"
NAGDNPAGVA12Q,"Nominal GVA - Public Administration, Defence & Other Services (2011-12 Series, Quarterly)"
NAGDNPCGDP05A,Per Capita Nominal GDP (2004-05 Series)
NAGDNPCGDP12A,Per Capita Nominal GDP (2011-12 Series)
NAGDNPCGVA99A,Per Capita Nominal Gross Value Added (GVA) (Blended series)
NAGDNPCPCE12A,Per Capita Nominal PFCE (2011-12 series)
NAGDNSCIIA00Q,"Nominal Change in Inventories (1999-2000 Series, Quarterly)"
NAGDNSCIIA05A,Nominal Change in Inventories (2004-05 Series)
NAGDNSCIIA05Q,"Nominal Change in Inventories (2004-05 Series, Quarterly)"
NAGDNSCIIA12A,Nominal Change in Inventories (2011-12 Series)
NAGDNSCIIA12Q,"Nominal Change in Inventories (2011-12 Series, Quarterly)"
NAGDNSCIVA00Q,"Nominal Change in Valuables (1999-2000 Series, Quarterly)"
NAGDNSCIVA05A,Nominal Change in Valuables (2004-05 Series)
NAGDNSCIVA05Q,"Nominal Change in Valuables (2004-05 Series, Quarterly)"
NAGDNSCIVA12A,Nominal Change in Valuables (2011-12 Series)
NAGDNSCIVA12Q,"Nominal Change in Valuables (2011-12 Series, Quarterly)"
NAGDNSGCFA00Q,"Nominal Gross Capital Formation (1999-2000 Series, Quarterly)"
NAGDNSGCFA05A,Nominal Gross Capital Formation (2004-05 Series)
NAGDNSGCFA05Q,"Nominal Gross Capital Formation (2004-05 Series, Quarterly)"
NAGDNSGCFA12A,Nominal Gross Capital Formation (2011-12 Series)
NAGDNSGCFA12Q,"Nominal Gross Capital Formation (2011-12 Series, Quarterly)"
NAGDNSGFCE00Q,"Nominal Government Final Consumption Expenditure (1999-2000 Series, Quarterly)"
NAGDNSGFCE05A,Nominal Government Final Consumption Expenditure (2004-05 Series)
NAGDNSGFCE05Q,"Nominal Government Final Consumption Expenditure (2004-05 Series, Quarterly)"
NAGDNSGFCE12A,Nominal Government Final Consumption Expenditure (2011-12 Series)
NAGDNSGFCE12Q,"Nominal Government Final Consumption Expenditure (2011-12 Series, Quarterly)"
NAGDNSGFCF00Q,"Nominal Gross Fixed Capital Formation (1999-2000 Series, Quarterly)"
NAGDNSGFCF05A,Nominal Gross Fixed Capital Formation (2004-05 Series)
NAGDNSGFCF05Q,"Nominal Gross Fixed Capital Formation (2004-05 Series, Quarterly)"
NAGDNSGFCF12A,Nominal Gross Fixed Capital Formation (2011-12 Series)
NAGDNSGFCF12Q,"Nominal Gross Fixed Capital Formation (2011-12 Series, Quarterly)"
NAGDNSIGAS00Q,"Nominal Imports of Goods and Services (1999-2000 Series, Quarterly)"
NAGDNSIGAS05A,Nominal Imports of Goods and Services (2004-05 Series)
NAGDNSIGAS05Q,"Nominal Imports of Goods and Services (2004-05 Series, Quarterly)"
NAGDNSIGAS12A,Nominal Imports of Goods and Services (2011-12 Series)
NAGDNSIGAS12Q,"Nominal Imports of Goods and Services (2011-12 Series, Quarterly)"
NAGDNSNXGS00Q,"Nominal Net Exports of Goods and Services (1999-2000 Series, Quarterly)"
NAGDNSNXGS05A,Nominal Net Exports of Goods and Services (2004-05 Series)
NAGDNSNXGS05Q,"Nominal Net Exports of Goods and Services (2004-05 Series, Quarterly)"
NAGDNSNXGS12A,Nominal Net Exports of Goods and Services (2011-12 Series)
NAGDNSNXGS12Q,"Nominal Net Exports of Goods and Services (2011-12 Series, Quarterly)"
NAGDNSPFCE00Q,"Nominal Private Final Consumption Expenditure (1999-2000 Series, Quarterly)"
NAGDNSPFCE05A,Nominal Private Final Consumption Expenditure (2004-05 Series)
NAGDNSPFCE05Q,"Nominal Private Final Consumption Expenditure (2004-05 Series, Quarterly)"
NAGDNSPFCE12A,Nominal Private Final Consumption Expenditure (2011-12 Series)
NAGDNSPFCE12Q,"Nominal Private Final Consumption Expenditure (2011-12 Series, Quarterly)"
NAGDNSSTDS00Q,"Nominal Statistical Discrepancies (1999-2000 Series, Quarterly)"
NAGDNSSTDS05A,Nominal Statistical Discrepancies (2004-05 Series)
NAGDNSSTDS05Q,"Nominal Statistical Discrepancies (2004-05 Series, Quarterly)"
NAGDNSSTDS12A,Nominal Statistical Discrepancies (2011-12 Series)
NAGDNSSTDS12Q,"Nominal Statistical Discrepancies (2011-12 Series, Quarterly)"
NAGDNSVGVA00A,Nominal GVA - Services (1999-2000 Series)
NAGDNSVGVA00Q,"Nominal GVA - Services (1999-2000 Series, Quarterly)"
NAGDNSVGVA05Q,"Nominal GVA - Services (2004-05 Series, Quarterly)"
NAGDNSVGVA12A,Nominal GVA - Services (2011-12 Series)
NAGDNSVGVA12Q,"Nominal GVA - Services (2011-12 Series, Quarterly)"
NAGDNSVGVA94A,Nominal GVA - Services (1993-94 Series)
NAGDNSXGAS00Q,"Nominal Exports of Goods and Services (1999-2000 Series, Quarterly)"
NAGDNSXGAS05A,Nominal Exports of Goods and Services (2004-05 Series)
NAGDNSXGAS05Q,"Nominal Exports of Goods and Services (2004-05 Series, Quarterly)"
NAGDNSXGAS12A,Nominal Exports of Goods and Services (2011-12 Series)
NAGDNSXGAS12Q,"Nominal Exports of Goods and Services (2011-12 Series, Quarterly)"
NAGDNTTGVA00Q,"Nominal GVA - Trade, Transport, Hotels, Communication & Broadcasting Services (1999-2000 Series, Quarterly)"
NAGDNTTGVA05Q,"Nominal GVA - Trade, Transport, Hotels, Communication & Broadcasting Services (2004-05 Series, Quarterly)"
NAGDNTTGVA12Q,"Nominal GVA - Trade, Transport, Hotels, Communication & Broadcasting Services (2011-12 Series, Quarterly)"
NAGDNUTGVA00Q,"Nominal GVA - Electricity, Gas, Water & Other Utilities (1999-2000 Series, Quarterly)"
NAGDNUTGVA05Q,"Nominal GVA - Electricity, Gas, Water & Other Utilities (2004-05 Series, Quarterly)"
NAGDNUTGVA12Q,"Nominal GVA - Electricity, Gas, Water & Other Utilities (2011-12 Series, Quarterly)"
NAGDRAGGVA00A,Real GVA - Agriculture and Allied Activities (1999-2000 Series)
NAGDRAGGVA00Q,"Real GVA - Agriculture and Allied Activities (1999-2000 Series, Quarterly)"
NAGDRAGGVA05A,Real GVA - Agriculture and Allied Activities (2004-05 Series)
NAGDRAGGVA05Q,"Real GVA - Agriculture and Allied Activities (2004-05 Series, Quarterly)"
NAGDRAGGVA12A,Real GVA - Agriculture and Allied Activities (2011-12 Series)
NAGDRAGGVA12Q,"Real GVA - Agriculture and Allied Activities (2011-12 Series, Quarterly)"
NAGDRAGGVA94A,Real GVA - Agriculture and Allied Activities (1993-94 Series)
NAGDRBLGDP11Q,"Real GDP (Quarterly, Blended)"
NAGDRBLGVA11A,Real Gross Value Added (Blended)
NAGDRBLGVA11Q,"Real GVA (Quarterly, Blended)"
NAGDRCOGVA05Q,"Real GVA - Construction (2004-05 Series, Quarterly)"
NAGDRCOGVA12Q,"Real GVA - Construction (2011-12 Series, Quarterly)"
NAGDREAGDP00Q,"Real GDP (1999-2000 Series, Quarterly)"
NAGDREAGDP05A,Real GDP (2004-05 Series)
NAGDREAGDP05Q,"Real GDP (2004-05 Series, Quarterly)"
NAGDREAGDP12A,Real GDP (2011-12 Series)
NAGDREAGDP12Q,"Real GDP (2011-12 Series, Quarterly)"
NAGDREAGRI05A,Real GVA - Agriculture (2004-05 series)
NAGDREAGVA00A,Real GVA (1999-2000 Series)
NAGDREAGVA00Q,"Real GVA (1999-2000 Series, Quarterly)"
NAGDREAGVA05A,Real GVA (2004-05 Series)
NAGDREAGVA05Q,"Real GVA (2004-05 Series, Quarterly)"
NAGDREAGVA12A,Real GVA (2011-12 Series)
NAGDREAGVA12Q,"Real GVA (2011-12 Series, Quarterly)"
NAGDREAGVA81A,Real GVA (1980-81 Series)
NAGDREAGVA94A,Real GVA (1993-94 Series)
NAGDREAIRT12A,Real GVA - Air transport (2011-12 series)
NAGDREBKIN05A,Real GVA - Banking and Insurance (2004-05 series)
NAGDRECOMU05A,Real GVA - Communication (2004-05 series)
NAGDRECOMU12A,Real GVA - Communication & Services Related to Broadcasting (2011-12 series)
NAGDRECONS05A,Real GVA - Construction (2004-05 series)
NAGDRECONS12A,Real GVA - Construction (2011-12 series)
NAGDRECROP12A,Real GVA - Crops (2011-12 series)
NAGDRECSPS05A,"Real GVA - Community, Social and Personal Services (2004-05 series)"
NAGDREFINA12A,Real GVA - Financial services (2011-12 series)
NAGDREFIRP12A,"Real GVA - Financial services, Real estate, Professional services (2011-12 series)"
NAGDREFISH05A,Real GVA - Fishing (2004-05 series)
NAGDREFISH12A,Real GVA - Fishing and Aquaculture (2011-12 series)
NAGDREFOLO05A,Real GVA - Forestry and Logging (2004-05 series)
NAGDREFOLO12A,Real GVA - Forestry and Logging (2011-12 series)
NAGDREFOOD12A,"Real GVA - Food Products, Beverages and Tobacco (2011-12 series)"
NAGDREFRBS05A,"Real GVA - Financial Services, Real Estate and Business Services (2004-05 series)"
NAGDREGVXA12A,Real GVA excluding Agriculture (2011-12 Series)
NAGDREGVXG12A,Real GVA excluding Government Services (2011-12 Series)
NAGDREHOTE05A,Real GVA - Hotels and Restaurants (2004-05 series)
NAGDREHOTE12A,Real GVA - Hotels & Restaurants (2011-12 series)
NAGDRELIVE12A,Real GVA - Livestock (2011-12 series)
NAGDREMACH12A,Real GVA - Machinery and Equipment (2011-12 series)
NAGDREMANU05A,Real GVA - Manufacturing (2004-05 series)
NAGDREMETL12A,Real GVA - Metal Products (2011-12 series)
NAGDREMINE05A,Real GVA - Mining & Quarrying (2004-05 series)
NAGDREMINE12A,Real GVA - Mining and quarrying (2011-12 series)
NAGDNSVGVA05A,Nominal GVA - Services (2004-05 Series)
NAGDREOMFG12A,Real GVA - Other Manufactured Goods (2011-12 series)
NAGDRCOGVA00Q,"Real GVA - Construction (1999-2000 Series, Quarterly)"
NAGDREMANU12A,Real GVA - Manufacturing (2011-12 series)
NAGDREOTSV05A,Real GVA -  Other Services (2004-05 series)
NAGDREOTSV12A,Real GVA - Other services (2011-12 series)
NAGDREOTTR05A,Real GVA - Other Transport (2004-05 series)
NAGDREPAAD05A,Real GVA -  Public Administration and Defence (2004-05 series)
NAGDREPAAD12A,Real GVA - Public administration and defence (2011-12 series)
NAGDREPADO12A,"Real GVA - Public Administration, Defence, Other Services (2011-12 series)"
NAGDREPROP12A,"Real GVA - Real estate, Professional services (2011-12 series)"
NAGDRERAIL05A,Real GVA - Railways (2004-05 series)
NAGDRERAIL12A,Real GVA - Railways (2011-12 series)
NAGDREREBS05A,Real GVA -  Real Estate and Business Services (2004-05 series)
NAGDREREMF05A,Real GVA - Registered Manufacturing (2004-05 series)
NAGDREROAD12A,Real GVA - Road transport (2011-12 series)
NAGDRESTOR05A,Real GVA - Storage (2004-05 series)
NAGDRESTOR12A,Real GVA - Storage (2011-12 series)
NAGDRETEXT12A,"Real GVA - Textiles, Apparel and Leather Products (2011-12 series)"
NAGDRETHTC12A,"Real GVA - Trade, Hotels, Transport, Communication (2011-12 series)"
NAGDRETRAD05A,Real GVA - Trade (2004-05 series)
NAGDRETRAD12A,Real GVA - Trade & Repair Services (2011-12 series)
NAGDRETRCO05A,"Real GVA - Transport, Storage and Communication (2004-05 series)"
NAGDRETRCO12A,"Real GVA - Transport, Storage, Communication and Broadcasting (2011-12 series)"
NAGDRETRHO05A,"Real GVA - Trade, Hotels and Restaurant (2004-05 series)"
NAGDRETRHO12A,"Real GVA - Trade, repair, hotels and restaurants (2011-12 series)"
NAGDRETRSV12A,Real GVA - Services Incidental to Transport (2011-12 series)
NAGDREURMF05A,Real GVA - Unregistered Manufacturing (2004-05 series)
NAGDREUTIL05A,"Real GVA - Electricity, Gas and Other Utilities (2004-05 series)"
NAGDREUTIL12A,"Real GVA - Electricity, Gas and Other Utilities (2011-12 series)"
NAGDREWATR12A,Real GVA - Water transport (2011-12 series)
NAGDRFPGVA00Q,"Real GVA - Financial, Real Estate & Professional Services (1999-2000 Series, Quarterly)"
NAGDRFPGVA05Q,"Real GVA - Financial, Real Estate & Professional Services (2004-05 Series, Quarterly)"
NAGDRFPGVA12Q,"Real GVA - Financial, Real Estate & Professional Services (2011-12 Series, Quarterly)"
NAGDRGDPXD00Q,"Real GDP excluding Government Consumption (1999-2000 Series, Quarterly)"
NAGDRGDPXD05Q,"Real GDP excluding Government Consumption (2004-05 Series, Quarterly)"
NAGDRGDPXD12Q,"Real GDP excluding Government Consumption (2011-12 Series, Quarterly)"
NAGDRGDPXG00Q,"Real GDP excluding Statistical discrepancies (1999-2000 Series, Quarterly)"
NAGDRGDPXG05Q,"Real GDP excluding Statistical discrepancies (2004-05 Series, Quarterly)"
NAGDRGPXGC05A,Real GDP excluding Government Final Consumption (2004-05 Series)
NAGDRGPXGC12A,Real GDP excluding Government Final Consumption (2011-12 Series)
NAGDRGPXSD05A,Real GDP excluding Statistical Discrepancies (2004-05 Series)
NAGDRGPXSD12A,Real GDP excluding Statistical Discrepancies (2011-12 Series)
NAGDRGVAXA00Q,"Real GVA - Excluding Agriculture and Allied Activities (1999-2000 Series, Quarterly)"
NAGDRGVAXA05Q,"Real GVA - Excluding Agriculture and Allied Activities (2004-05 Series, Quarterly)"
NAGDRGVAXA12Q,"Real GVA - Excluding Agriculture and Allied Activities (2011-12 Series, Quarterly)"
NAGDRINGVA00A,Real GVA - Industry (1999-2000 Series)
NAGDRINGVA00Q,"Real GVA - Industry (1999-2000 Series, Quarterly)"
NAGDRINGVA05A,Real GVA - Industry (2004-05 Series)
NAGDRINGVA05Q,"Real GVA - Industry (2004-05 Series, Quarterly)"
NAGDRINGVA12A,Real GVA - Industry (2011-12 Series)
NAGDRINGVA12Q,"Real GVA - Industry (2011-12 Series, Quarterly)"
NAGDRINGVA94A,Real GVA - Industry (1993-94 Series)
NAGDRMAGVA00Q,"Real GVA - Manufacturing (1999-2000 Series, Quarterly)"
NAGDRMAGVA05Q,"Real GVA - Manufacturing (2004-05 Series, Quarterly)"
NAGDRMAGVA12Q,"Real GVA - Manufacturing (2011-12 Series, Quarterly)"
NAGDRMIGVA00Q,"Real GVA - Mining and Quarrying (1999-2000 Series, Quarterly)"
NAGDRMIGVA05Q,"Real GVA - Mining and Quarrying (2004-05 Series, Quarterly)"
NAGDRMIGVA12Q,"Real GVA - Mining and Quarrying (2011-12 Series, Quarterly)"
NAGDRPAGVA00Q,"Real GVA - Public Administration, Defence & Other Services (1999-2000 Series, Quarterly)"
NAGDRPAGVA05Q,"Real GVA - Public Administration, Defence & Other Services (2004-05 Series, Quarterly)"
NAGDRPAGVA12Q,"Real GVA - Public Administration, Defence & Other Services (2011-12 Series, Quarterly)"
NAGDRPCGDP05A,Per Capita Real GDP (2004-05 Series)
NAGDRPCGDP12A,Per Capita Real GDP (2011-12 Series)
NAGDRPCGVA99A,Per Capita Real Gross Value Added (GVA) (Blended series)
NAGDRPCPCE12A,Per Capita Real PFCE (2011-12 series)
NAGDRSCIIA00Q,"Real Change in Inventories (1999-2000 Series, Quarterly)"
NAGDRSCIIA05A,Real Change in Inventories (2004-05 Series)
NAGDRSCIIA05Q,"Real Change in Inventories (2004-05 Series, Quarterly)"
NAGDRSCIIA12A,Real Change in Inventories (2011-12 Series)
NAGDRSCIIA12Q,"Real Change in Inventories (2011-12 Series, Quarterly)"
NAGDRSCIVA00Q,"Real Change in Valuables (1999-2000 Series, Quarterly)"
NAGDRSCIVA05A,Real Change in Valuables (2004-05 Series)
NAGDRSCIVA05Q,"Real Change in Valuables (2004-05 Series, Quarterly)"
NAGDRSCIVA12A,Real Change in Valuables (2011-12 Series)
NAGDRSCIVA12Q,"Real Change in Valuables (2011-12 Series, Quarterly)"
NAGDRSGCFA00Q,"Real Gross Capital Formation (1999-2000 Series, Quarterly)"
NAGDRSGCFA05A,Real Gross Capital Formation (2004-05 Series)
NAGDRSGCFA05Q,"Real Gross Capital Formation (2004-05 Series, Quarterly)"
NAGDRSGCFA12A,Real Gross Capital Formation (2011-12 Series)
NAGDRSGCFA12Q,"Real Gross Capital Formation (2011-12 Series, Quarterly)"
NAGDRSGFCE00Q,"Real Government Final Consumption Expenditure (1999-2000 Series, Quarterly)"
NAGDRSGFCE05A,Real Government Final Consumption Expenditure (2004-05 Series)
NAGDRSGFCE05Q,"Real Government Final Consumption Expenditure (2004-05 Series, Quarterly)"
NAGDRSGFCE12A,Real Government Final Consumption Expenditure (2011-12 Series)
NAGDRSGFCE12Q,"Real Government Final Consumption Expenditure (2011-12 Series, Quarterly)"
NAGDRSGFCF00Q,"Real Gross Fixed Capital Formation (1999-2000 Series, Quarterly)"
NAGDRSGFCF05A,Real Gross Fixed Capital Formation (2004-05 Series)
NAGDRSGFCF05Q,"Real Gross Fixed Capital Formation (2004-05 Series, Quarterly)"
NAGDRSGFCF12A,Real Gross Fixed Capital Formation (2011-12 Series)
NAGDRSGFCF12Q,"Real Gross Fixed Capital Formation (2011-12 Series, Quarterly)"
NAGDRSIGAS00Q,"Real Imports of Goods and Services (1999-2000 Series, Quarterly)"
NAGDRSIGAS05A,Real Imports of Goods and Services (2004-05 Series)
NAGDRSIGAS05Q,"Real Imports of Goods and Services (2004-05 Series, Quarterly)"
NAGDRSIGAS12A,Real Imports of Goods and Services (2011-12 Series)
NAGDRSIGAS12Q,"Real Imports of Goods and Services (2011-12 Series, Quarterly)"
NAGDRSNXGS00Q,"Real Net Exports of Goods and Services (1999-2000 Series, Quarterly)"
NAGDRSNXGS05A,Real Net Exports of Goods and Services (2004-05 Series)
NAGDRSNXGS12A,Real Net Exports of Goods and Services (2011-12 Series)
NAGDRSNXGS12Q,"Real Net Exports of Goods and Services (2011-12 Series, Quarterly)"
NAGDRSPFCE00Q,"Real Private Final Consumption Expenditure (1999-2000 Series, Quarterly)"
NAGDRSPFCE05A,Real Private Final Consumption Expenditure (2004-05 Series)
NAGDRSPFCE05Q,"Real Private Final Consumption Expenditure (2004-05 Series, Quarterly)"
NAGDRSPFCE12A,Real Private Final Consumption Expenditure (2011-12 Series)
NAGDRSPFCE12Q,"Real Private Final Consumption Expenditure (2011-12 Series, Quarterly)"
NAGDRSSTDS00Q,"Real Statistical Discrepancies (1999-2000 Series, Quarterly)"
NAGDRSSTDS05A,Real Statistical Discrepancies (2004-05 Series)
NAGDRSSTDS05Q,"Real Statistical Discrepancies (2004-05 Series, Quarterly)"
NAGDRSSTDS12A,Real Statistical Discrepancies (2011-12 Series)
NAGDRSSTDS12Q,"Real Statistical Discrepancies (2011-12 Series, Quarterly)"
NAGDRSVGVA00A,Real GVA - Services (1999-2000 Series)
NAGDRSVGVA00Q,"Real GVA - Services (1999-2000 Series, Quarterly)"
NAGDRSVGVA05A,Real GVA - Services (2004-05 Series)
NAGDRSVGVA05Q,"Real GVA - Services (2004-05 Series, Quarterly)"
NAGDRSVGVA12A,Real GVA - Services (2011-12 Series)
NAGDRSVGVA12Q,"Real GVA - Services (2011-12 Series, Quarterly)"
NAGDRSVGVA94A,Real GVA - Services (1993-94 Series)
NAGDRSXGAS00Q,"Real Exports of Goods and Services (1999-2000 Series, Quarterly)"
NAGDRSXGAS05A,Real Exports of Goods and Services (2004-05 Series)
NAGDRSXGAS05Q,"Real Exports of Goods and Services (2004-05 Series, Quarterly)"
NAGDRSXGAS12A,Real Exports of Goods and Services (2011-12 Series)
NAGDRSXGAS12Q,"Real Exports of Goods and Services (2011-12 Series, Quarterly)"
NAGDRTTGVA00Q,"Real GVA - Trade, Transport, Hotels, Communication & Broadcasting Services (1999-2000 Series, Quarterly)"
NAGDRTTGVA05Q,"Real GVA - Trade, Transport, Hotels, Communication & Broadcasting Services (2004-05 Series, Quarterly)"
NAGDRTTGVA12Q,"Real GVA - Trade, Transport, Hotels, Communication & Broadcasting Services (2011-12 Series, Quarterly)"
NAGDRUTGVA00Q,"Real GVA - Electricity, Gas, Water & Other Utilities (1999-2000 Series, Quarterly)"
NAGDRUTGVA05Q,"Real GVA - Electricity, Gas, Water & Other Utilities (2004-05 Series, Quarterly)"
NAGDRUTGVA12Q,"Real GVA - Electricity, Gas, Water & Other Utilities (2011-12 Series, Quarterly)"
NOMGDPBRTOGLA,Nominal GDP (Annual) - Brazil
NOMGDPCHTOGLA,Nominal GDP (Annual) - China
NOMGDPFRTOGLA,Nominal GDP (Annual) - France
NOMGDPGETOGLA,Nominal GDP (Annual) - Germany
NOMGDPIDTOGLA,Nominal GDP (Annual) - Indonesia
NOMGDPJPTOGLA,Nominal GDP (Annual) - Japan
NOMGDPMXTOGLA,Nominal GDP (Annual) - Mexico
NOMGDPPHTOGLA,Nominal GDP (Annual) - Philippines
NOMGDPPLTOGLA,Nominal GDP (Annual) - Poland
NOMGDPRUTOGLA,Nominal GDP (Annual) - Russia
NOMGDPSATOGLA,Nominal GDP (Annual) - South Africa
NOMGDPSKTOGLA,Nominal GDP (Annual) - South Korea
NOMGDPTHTOGLA,Nominal GDP (Annual) - Thailand
NOMGDPTRTOGLA,Nominal GDP (Annual) - Türkiye
NOMGDPUKTOGLA,Nominal GDP (Annual) - United Kingdom
NOMGDPUSTOGLA,Nominal GDP (Annual) - United States
NONFPUSNETGLM,"US Non Farm Payroll (monthly change, SA)"
NAGDRSNXGS05Q,"Real Net Exports of Goods and Services (2004-05 Series, Quarterly)"
NOMGDPITTOGLA,Nominal GDP (Annual) - Italy
NONFPUSTOTGLM,"US Non Farm Payroll (total, SA)"
RBPFSVGDCY11M,Consensus GDP Growth for the Current Year
RBPFSVGDNY11M,Consensus GDP Growth for the Next Year
RBPFSVGVCY11M,Consensus GVA Growth for the Current Year
RBPFSVGVNY11M,Consensus GVA Growth for the Next Year
REAGDPBRTOGLQ,Real GDP - Brazil
REAGDPCHTOGLQ,Real GDP - China
REAGDPEUTOGLQ,Real GDP - Euro Area
REAGDPFRTOGLQ,Real GDP - France
REAGDPGETOGLQ,Real GDP - Germany
REAGDPIDTOGLQ,Real GDP - Indonesia
REAGDPITTOGLQ,Real GDP - Italy
REAGDPJPTOGLQ,Real GDP - Japan
REAGDPMXTOGLQ,Real GDP - Mexico
REAGDPPHTOGLQ,Real GDP - Philippines
REAGDPSKTOGLQ,Real GDP - South Korea
REAGDPTHTOGLQ,Real GDP - Thailand
REAGDPTRTOGLQ,Real GDP - Turkiye
REAGDPUKTOGLQ,Real GDP - UK
REAGDPUSTOGLQ,Real GDP - USA
REGDPPLPERGLQ,Real GDP Growth (YoY%) - Poland
SSDGBIRTHR11A,Birth Rate (Annual)
SSDGDEATHR11A,Death Rate (Annual)
SSDGLITRAT11X,Literacy Rate
SSDGMYEPOP11A,Mid-Year Estimated Population
SSDGPOPDEN11X,Population Density
SSDGPRMDAG11Q,Projected Median Age of Population
SSDGPSHURT11A,Projected share of Urban Population
SSDGPTTAPP11A,Projected Annual Population
SSDGPTTFPP11A,Projected Annual Population (Female)
SSDGPTTMPP11A,Projected Annual Population (Male)
SSDGPURAPP11A,Projected Annual Urban Population
SSDGPURFPP11A,Projected Annual Urban Population (Female)
SSDGPURMPP11A,Projected Annual Urban Population (Male)
SSDGRURPOP11X,Total Rural Population
SSDGSEXRTO11X,Sex Ratio
SSDGSXRTBR11A,Sex Ratio at Birth (Annual)
SSDGTFRATE11A,Total Fertility Rate (Annual)
SSDGTOTPOP11X,Total Population
SSDGURBPOP11X,Total Urban Population
SSEDCOLTOT11A,Number of Colleges in India
SSEDENAGOV11A,Percentage of children enrolled in Government schools
SSEDENALEA11A,Percentage of enrolled children able to identify less than 4 out of 5 letters correctly
SSEDENALEB11A,Percentage of enrolled children able to identify 4 out of 5 letters
SSEDENALEC11A,Percentage of enrolled children able to read 4 out of 5 words
SSEDENALED11A,Percentage of enrolled children able to read a short paragraph (class I text)
SSEDENANES11A,Percentage of children not enrolled in schools
